Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y
1013,215895.64,-6.1389,11.1338,76.28,76.28,1.69,1.69,74.59,74.59,76.28→1.69 (Δ=74.59),76.28→1.69 (Δ=74.59),65.85,253.98
1014,216137.65,-5.5037,11.1523,80.0,80.0,2.03,2.03,77.97,77.97,80.00→2.03 (Δ=77.97),80.00→2.03 (Δ=77.97),65.85,253.98
1015,215521.7,-5.4789,11.0394,79.46,79.46,1.49,1.49,77.97,77.97,79.46→1.49 (Δ=77.97),79.46→1.49 (Δ=77.97),65.85,253.98
1016,214980.14,-5.3398,10.8486,78.73,78.73,0.76,0.76,77.97,77.97,78.73→0.76 (Δ=77.97),78.73→0.76 (Δ=77.97),65.85,253.98
1017,214339.57,-5.5714,10.9777,79.34,79.34,1.37,1.37,77.97,77.97,79.34→1.37 (Δ=77.97),79.34→1.37 (Δ=77.97),65.85,253.98
1018,214445.65,-6.7059,11.2044,77.32,77.32,0.64,0.64,76.68,76.68,77.32→0.64 (Δ=76.68),77.32→0.64 (Δ=76.68),65.85,253.98
1019,214004.18,-7.1906,11.2393,77.55,77.55,0.42,0.42,77.14,77.14,77.55→0.42 (Δ=77.14),77.55→0.42 (Δ=77.14),65.85,253.98
1020,213267.35,-7.9448,11.3603,77.17,77.17,0.79,0.79,76.38,76.38,77.17→0.79 (Δ=76.38),77.17→0.79 (Δ=76.38),65.85,253.98
1021,213751.7,-8.379,11.3034,78.33,78.33,0.36,0.36,77.97,77.97,78.33→0.36 (Δ=77.97),78.33→0.36 (Δ=77.97),65.85,253.98
1022,214544.39,-8.3504,11.0372,76.69,76.69,1.28,1.28,75.4,75.4,76.69→1.28 (Δ=75.40),76.69→1.28 (Δ=75.40),65.85,253.98
1023,215357.45,-8.5696,11.0632,77.69,77.69,0.28,0.28,77.41,77.41,77.69→0.28 (Δ=77.41),77.69→0.28 (Δ=77.41),65.85,253.98
1024,215136.45,-8.8198,10.5713,78.23,78.23,0.26,0.26,77.97,77.97,78.23→0.26 (Δ=77.97),78.23→0.26 (Δ=77.97),65.85,253.98
1025,215221.3,-8.147,10.4828,78.29,78.29,0.32,0.32,77.97,77.97,78.29→0.32 (Δ=77.97),78.29→0.32 (Δ=77.97),65.85,253.98
1026,215174.9,-8.0551,10.516,78.47,78.47,0.5,0.5,77.97,77.97,78.47→0.50 (Δ=77.97),78.47→0.50 (Δ=77.97),65.85,253.98
1027,215900.56,-7.7574,10.7253,78.24,78.24,0.27,0.27,77.97,77.97,78.24→0.27 (Δ=77.97),78.24→0.27 (Δ=77.97),65.85,253.98
1028,216454.43,-7.9609,10.9195,79.01,79.01,1.05,1.05,77.97,77.97,79.01→1.05 (Δ=77.97),79.01→1.05 (Δ=77.97),65.85,253.98
1029,217038.48,-8.4841,10.9237,78.24,78.24,0.27,0.27,77.97,77.97,78.24→0.27 (Δ=77.97),78.24→0.27 (Δ=77.97),65.85,253.98
1030,217162.68,-9.4582,11.0097,78.24,78.24,0.28,0.28,77.97,77.97,78.24→0.28 (Δ=77.97),78.24→0.28 (Δ=77.97),65.85,253.98
1031,218055.73,-10.0158,10.8062,78.66,78.66,0.69,0.69,77.97,77.97,78.66→0.69 (Δ=77.97),78.66→0.69 (Δ=77.97),65.85,253.98
1032,219045.42,-10.0142,10.7791,78.26,78.26,0.29,0.29,77.97,77.97,78.26→0.29 (Δ=77.97),78.26→0.29 (Δ=77.97),65.85,253.98
1033,219992.27,-10.5788,10.7612,77.48,77.48,0.48,0.48,77.0,77.0,77.48→0.48 (Δ=77.00),77.48→0.48 (Δ=77.00),65.85,253.98
1034,221234.49,-10.3672,10.5619,77.99,77.99,0.02,0.02,77.97,77.97,77.99→0.02 (Δ=77.97),77.99→0.02 (Δ=77.97),65.85,253.98
1035,222347.35,-10.0022,10.804,79.62,79.62,1.66,1.66,77.97,77.97,79.62→1.66 (Δ=77.97),79.62→1.66 (Δ=77.97),65.85,253.98
1036,222389.52,-9.3039,10.6957,77.43,77.43,0.54,0.54,76.89,76.89,77.43→0.54 (Δ=76.89),77.43→0.54 (Δ=76.89),65.85,253.98
1037,223635.21,-8.8399,10.5518,78.3,78.3,0.33,0.33,77.97,77.97,78.30→0.33 (Δ=77.97),78.30→0.33 (Δ=77.97),65.85,253.98
1038,223564.17,-8.5312,10.9565,78.52,78.52,0.55,0.55,77.97,77.97,78.52→0.55 (Δ=77.97),78.52→0.55 (Δ=77.97),65.85,253.98
1039,223404.58,-8.2385,10.6403,78.34,78.34,0.38,0.38,77.97,77.97,78.34→0.38 (Δ=77.97),78.34→0.38 (Δ=77.97),65.85,253.98
1040,223335.19,-7.5365,10.5559,78.9,78.9,0.94,0.94,77.97,77.97,78.90→0.94 (Δ=77.97),78.90→0.94 (Δ=77.97),65.85,253.98
1041,223348.9,-7.1084,10.6543,77.27,77.27,0.7,0.7,76.57,76.57,77.27→0.70 (Δ=76.57),77.27→0.70 (Δ=76.57),65.85,253.98
1042,222725.38,-7.3827,11.2322,77.41,77.41,0.56,0.56,76.85,76.85,77.41→0.56 (Δ=76.85),77.41→0.56 (Δ=76.85),65.85,253.98
1043,221679.35,-7.2563,11.2298,78.92,78.92,0.95,0.95,77.97,77.97,78.92→0.95 (Δ=77.97),78.92→0.95 (Δ=77.97),65.85,253.98
1044,220315.34,-6.4026,10.9873,78.74,78.74,0.77,0.77,77.97,77.97,78.74→0.77 (Δ=77.97),78.74→0.77 (Δ=77.97),65.85,253.98
1045,219508.22,-6.7184,11.1528,77.67,77.67,0.3,0.3,77.38,77.38,77.67→0.30 (Δ=77.38),77.67→0.30 (Δ=77.38),65.85,253.98
1046,218071.29,-5.444,11.0872,78.84,78.84,0.87,0.87,77.97,77.97,78.84→0.87 (Δ=77.97),78.84→0.87 (Δ=77.97),65.85,253.98
1047,217108.5,-6.0551,11.363,77.7,77.7,0.27,0.27,77.43,77.43,77.70→0.27 (Δ=77.43),77.70→0.27 (Δ=77.43),65.85,253.98
1048,215777.72,-6.6334,11.5507,78.74,78.74,0.77,0.77,77.97,77.97,78.74→0.77 (Δ=77.97),78.74→0.77 (Δ=77.97),65.85,253.98
1049,215699.54,-6.9999,11.7143,77.48,77.48,0.49,0.49,76.99,76.99,77.48→0.49 (Δ=76.99),77.48→0.49 (Δ=76.99),65.85,253.98
1050,215911.92,-7.2663,11.6206,78.66,78.66,0.69,0.69,77.97,77.97,78.66→0.69 (Δ=77.97),78.66→0.69 (Δ=77.97),65.85,253.98
1051,216200.2,-7.2703,11.2051,76.95,76.95,1.02,1.02,75.92,75.92,76.95→1.02 (Δ=75.92),76.95→1.02 (Δ=75.92),65.85,253.98
1052,216455.94,-7.4209,11.1969,78.79,78.79,0.82,0.82,77.97,77.97,78.79→0.82 (Δ=77.97),78.79→0.82 (Δ=77.97),65.85,253.98
1053,217589.45,-7.5628,11.3956,78.11,78.11,0.15,0.15,77.97,77.97,78.11→0.15 (Δ=77.97),78.11→0.15 (Δ=77.97),65.85,253.98
1054,217080.25,-6.6922,11.1743,78.59,78.59,0.62,0.62,77.97,77.97,78.59→0.62 (Δ=77.97),78.59→0.62 (Δ=77.97),65.85,253.98
1055,217293.55,-6.6986,10.9456,79.93,79.93,1.96,1.96,77.97,77.97,79.93→1.96 (Δ=77.97),79.93→1.96 (Δ=77.97),65.85,253.98
1056,216476.96,-6.6927,11.1887,78.96,78.96,0.99,0.99,77.97,77.97,78.96→0.99 (Δ=77.97),78.96→0.99 (Δ=77.97),65.85,253.98
1057,216559.73,-5.5533,11.2114,79.99,79.99,2.02,2.02,77.97,77.97,79.99→2.02 (Δ=77.97),79.99→2.02 (Δ=77.97),65.85,253.98
1058,215224.96,-5.6056,11.3499,80.0,80.0,2.03,2.03,77.97,77.97,80.00→2.03 (Δ=77.97),80.00→2.03 (Δ=77.97),65.85,253.98
1059,215638.95,-6.1423,11.2615,78.68,78.68,0.71,0.71,77.97,77.97,78.68→0.71 (Δ=77.97),78.68→0.71 (Δ=77.97),65.85,253.98
1060,215111.43,-6.0421,11.2836,79.1,79.1,1.13,1.13,77.97,77.97,79.10→1.13 (Δ=77.97),79.10→1.13 (Δ=77.97),65.85,253.98
1061,215145.14,-6.6704,11.4978,77.81,77.81,0.16,0.16,77.65,77.65,77.81→0.16 (Δ=77.65),77.81→0.16 (Δ=77.65),65.85,253.98
1062,214733.36,-7.4718,11.1466,79.16,79.16,1.2,1.2,77.97,77.97,79.16→1.20 (Δ=77.97),79.16→1.20 (Δ=77.97),65.85,253.98
1063,214565.46,-8.025,11.6376,78.31,78.31,0.35,0.35,77.97,77.97,78.31→0.35 (Δ=77.97),78.31→0.35 (Δ=77.97),65.85,253.98
1064,215276.04,-8.2979,11.3027,77.46,77.46,0.5,0.5,76.96,76.96,77.46→0.50 (Δ=76.96),77.46→0.50 (Δ=76.96),65.85,253.98
1065,215450.6,-8.8052,11.5482,78.93,78.93,0.96,0.96,77.97,77.97,78.93→0.96 (Δ=77.97),78.93→0.96 (Δ=77.97),65.85,253.98
1066,215956.61,-9.1348,11.2798,79.14,79.14,1.17,1.17,77.97,77.97,79.14→1.17 (Δ=77.97),79.14→1.17 (Δ=77.97),65.85,253.98
1067,217044.05,-8.7284,11.3002,78.87,78.87,0.9,0.9,77.97,77.97,78.87→0.90 (Δ=77.97),78.87→0.90 (Δ=77.97),65.85,253.98
1068,217520.67,-8.5632,11.1142,78.36,78.36,0.39,0.39,77.97,77.97,78.36→0.39 (Δ=77.97),78.36→0.39 (Δ=77.97),65.85,253.98
1069,217140.93,-7.9607,10.9364,79.81,79.81,1.84,1.84,77.97,77.97,79.81→1.84 (Δ=77.97),79.81→1.84 (Δ=77.97),65.85,253.98
1070,218140.89,-7.7666,11.0371,77.73,77.73,0.24,0.24,77.49,77.49,77.73→0.24 (Δ=77.49),77.73→0.24 (Δ=77.49),65.85,253.98
1071,217743.81,-7.4842,11.2791,77.91,77.91,0.06,0.06,77.84,77.84,77.91→0.06 (Δ=77.84),77.91→0.06 (Δ=77.84),65.85,253.98
1072,217511.26,-6.9283,11.351,79.62,79.62,1.65,1.65,77.97,77.97,79.62→1.65 (Δ=77.97),79.62→1.65 (Δ=77.97),65.85,253.98
1073,216638.17,-6.2787,10.965,77.92,77.92,0.05,0.05,77.87,77.87,77.92→0.05 (Δ=77.87),77.92→0.05 (Δ=77.87),65.85,253.98
1074,216198.8,-5.6346,11.2055,78.71,78.71,0.74,0.74,77.97,77.97,78.71→0.74 (Δ=77.97),78.71→0.74 (Δ=77.97),65.85,253.98
1075,215605.77,-5.8972,11.2962,80.05,80.05,2.08,2.08,77.97,77.97,80.05→2.08 (Δ=77.97),80.05→2.08 (Δ=77.97),65.85,253.98
1076,215024.53,-5.2921,11.3013,77.78,77.78,0.19,0.19,77.59,77.59,77.78→0.19 (Δ=77.59),77.78→0.19 (Δ=77.59),65.85,253.98
1077,214461.32,-5.3886,11.5359,78.45,78.45,0.49,0.49,77.97,77.97,78.45→0.49 (Δ=77.97),78.45→0.49 (Δ=77.97),65.85,253.98
1078,214002.71,-5.4994,11.7283,78.18,78.18,0.21,0.21,77.97,77.97,78.18→0.21 (Δ=77.97),78.18→0.21 (Δ=77.97),65.85,253.98
1079,213523.22,-5.6812,11.7856,77.95,77.95,0.01,0.01,77.94,77.94,77.95→0.01 (Δ=77.94),77.95→0.01 (Δ=77.94),65.85,253.98
1080,213967.22,-6.1709,11.5619,78.09,78.09,0.12,0.12,77.97,77.97,78.09→0.12 (Δ=77.97),78.09→0.12 (Δ=77.97),65.85,253.98
1081,213884.51,-5.732,11.198,79.84,79.84,1.87,1.87,77.97,77.97,79.84→1.87 (Δ=77.97),79.84→1.87 (Δ=77.97),65.85,253.98
1082,214939.44,-6.4749,11.2304,79.36,79.36,1.39,1.39,77.97,77.97,79.36→1.39 (Δ=77.97),79.36→1.39 (Δ=77.97),65.85,253.98
1083,214848.99,-6.1728,11.1107,78.89,78.89,0.92,0.92,77.97,77.97,78.89→0.92 (Δ=77.97),78.89→0.92 (Δ=77.97),65.85,253.98
1084,215318.55,-6.4692,10.994,79.56,79.56,1.6,1.6,77.97,77.97,79.56→1.60 (Δ=77.97),79.56→1.60 (Δ=77.97),65.85,253.98
1085,215254.48,-6.4428,11.2522,77.73,77.73,0.24,0.24,77.48,77.48,77.73→0.24 (Δ=77.48),77.73→0.24 (Δ=77.48),65.85,253.98
1086,215782.05,-5.8718,11.4294,80.44,80.44,2.47,2.47,77.97,77.97,80.44→2.47 (Δ=77.97),80.44→2.47 (Δ=77.97),65.85,253.98
1087,215170.26,-5.728,11.7943,78.5,78.5,0.53,0.53,77.97,77.97,78.50→0.53 (Δ=77.97),78.50→0.53 (Δ=77.97),65.85,253.98
1088,215028.3,-4.6444,11.5028,79.2,79.2,1.24,1.24,77.97,77.97,79.20→1.24 (Δ=77.97),79.20→1.24 (Δ=77.97),65.85,253.98
1089,214818.85,-5.3595,11.819,78.24,78.24,0.27,0.27,77.97,77.97,78.24→0.27 (Δ=77.97),78.24→0.27 (Δ=77.97),65.85,253.98
1090,214181.35,-5.2207,11.5624,78.63,78.63,0.67,0.67,77.97,77.97,78.63→0.67 (Δ=77.97),78.63→0.67 (Δ=77.97),65.85,253.98
1091,215190.75,-6.3152,11.8102,78.26,78.26,0.29,0.29,77.97,77.97,78.26→0.29 (Δ=77.97),78.26→0.29 (Δ=77.97),65.85,253.98
1092,214956.57,-6.2418,12.0344,77.42,77.42,0.55,0.55,76.87,76.87,77.42→0.55 (Δ=76.87),77.42→0.55 (Δ=76.87),65.85,253.98
1093,215022.92,-7.3494,11.974,78.06,78.06,0.09,0.09,77.97,77.97,78.06→0.09 (Δ=77.97),78.06→0.09 (Δ=77.97),65.85,253.98
1094,215788.46,-8.6325,12.1152,77.66,77.66,0.3,0.3,77.36,77.36,77.66→0.30 (Δ=77.36),77.66→0.30 (Δ=77.36),65.85,253.98
1095,216013.58,-8.4403,12.0094,78.44,78.44,0.47,0.47,77.97,77.97,78.44→0.47 (Δ=77.97),78.44→0.47 (Δ=77.97),65.85,253.98
1096,216574.15,-8.9797,11.8251,77.27,77.27,0.69,0.69,76.58,76.58,77.27→0.69 (Δ=76.58),77.27→0.69 (Δ=76.58),65.85,253.98
1097,217560.91,-8.3923,11.9335,78.23,78.23,0.26,0.26,77.97,77.97,78.23→0.26 (Δ=77.97),78.23→0.26 (Δ=77.97),65.85,253.98
1098,218036.26,-7.9232,11.9171,79.22,79.22,1.25,1.25,77.97,77.97,79.22→1.25 (Δ=77.97),79.22→1.25 (Δ=77.97),65.85,253.98
1099,218782.45,-7.4524,11.7451,77.78,77.78,0.18,0.18,77.6,77.6,77.78→0.18 (Δ=77.60),77.78→0.18 (Δ=77.60),65.85,253.98
1100,218761.85,-7.1261,11.6112,79.42,79.42,1.45,1.45,77.97,77.97,79.42→1.45 (Δ=77.97),79.42→1.45 (Δ=77.97),65.85,253.98
1101,218409.51,-7.0948,11.8944,79.61,79.61,1.65,1.65,77.97,77.97,79.61→1.65 (Δ=77.97),79.61→1.65 (Δ=77.97),65.85,253.98
1102,218301.96,-7.0217,11.7994,78.3,78.3,0.33,0.33,77.97,77.97,78.30→0.33 (Δ=77.97),78.30→0.33 (Δ=77.97),65.85,253.98
1103,217905.77,-5.8287,11.7307,79.42,79.42,1.45,1.45,77.97,77.97,79.42→1.45 (Δ=77.97),79.42→1.45 (Δ=77.97),65.85,253.98
1104,218003.91,-5.8684,11.7166,77.0,77.0,0.97,0.97,76.02,76.02,77.00→0.97 (Δ=76.02),77.00→0.97 (Δ=76.02),65.85,253.98
1105,216630.85,-5.5453,11.7728,78.14,78.14,0.17,0.17,77.97,77.97,78.14→0.17 (Δ=77.97),78.14→0.17 (Δ=77.97),65.85,253.98
1106,215782.2,-5.2141,11.7848,77.03,77.03,0.93,0.93,76.1,76.1,77.03→0.93 (Δ=76.10),77.03→0.93 (Δ=76.10),65.85,253.98
1107,215311.12,-5.5697,11.6957,76.68,76.68,1.29,1.29,75.39,75.39,76.68→1.29 (Δ=75.39),76.68→1.29 (Δ=75.39),65.85,253.98
1108,215721.89,-5.4042,12.2298,78.39,78.39,0.42,0.42,77.97,77.97,78.39→0.42 (Δ=77.97),78.39→0.42 (Δ=77.97),65.85,253.98
1109,215964.08,-6.0657,12.4222,78.63,78.63,0.66,0.66,77.97,77.97,78.63→0.66 (Δ=77.97),78.63→0.66 (Δ=77.97),65.85,253.98
1110,216433.72,-6.2053,12.4928,79.22,79.22,1.25,1.25,77.97,77.97,79.22→1.25 (Δ=77.97),79.22→1.25 (Δ=77.97),65.85,253.98
1111,216782.18,-6.4135,12.4181,77.93,77.93,0.03,0.03,77.9,77.9,77.93→0.03 (Δ=77.90),77.93→0.03 (Δ=77.90),65.85,253.98
1112,217335.88,-6.3855,12.6213,77.56,77.56,0.41,0.41,77.15,77.15,77.56→0.41 (Δ=77.15),77.56→0.41 (Δ=77.15),65.85,253.98
1113,217431.55,-6.3584,12.4808,78.88,78.88,0.92,0.92,77.97,77.97,78.88→0.92 (Δ=77.97),78.88→0.92 (Δ=77.97),65.85,253.98
1114,217928.18,-6.5121,12.809,78.98,78.98,1.01,1.01,77.97,77.97,78.98→1.01 (Δ=77.97),78.98→1.01 (Δ=77.97),65.85,253.98
1115,217703.05,-6.2675,12.5033,78.63,78.63,0.67,0.67,77.97,77.97,78.63→0.67 (Δ=77.97),78.63→0.67 (Δ=77.97),65.85,253.98
1116,217613.46,-5.9037,12.5602,79.12,79.12,1.16,1.16,77.97,77.97,79.12→1.16 (Δ=77.97),79.12→1.16 (Δ=77.97),65.85,253.98
1117,217077.39,-5.4092,12.3734,78.55,78.55,0.58,0.58,77.97,77.97,78.55→0.58 (Δ=77.97),78.55→0.58 (Δ=77.97),65.85,253.98
1118,216753.45,-5.2062,12.3632,77.91,77.91,0.05,0.05,77.86,77.86,77.91→0.05 (Δ=77.86),77.91→0.05 (Δ=77.86),65.85,253.98
1119,216058.36,-5.3385,12.2887,78.83,78.83,0.86,0.86,77.97,77.97,78.83→0.86 (Δ=77.97),78.83→0.86 (Δ=77.97),65.85,253.98
1120,215030.02,-5.0128,12.4014,79.44,79.44,1.47,1.47,77.97,77.97,79.44→1.47 (Δ=77.97),79.44→1.47 (Δ=77.97),65.85,253.98
1121,214497.87,-5.0057,12.3917,78.46,78.46,0.5,0.5,77.97,77.97,78.46→0.50 (Δ=77.97),78.46→0.50 (Δ=77.97),65.85,253.98
1122,214904.4,-5.7326,12.3738,78.37,78.37,0.4,0.4,77.97,77.97,78.37→0.40 (Δ=77.97),78.37→0.40 (Δ=77.97),65.85,253.98
1123,214781.15,-6.5717,12.2427,76.89,76.89,1.08,1.08,75.81,75.81,76.89→1.08 (Δ=75.81),76.89→1.08 (Δ=75.81),65.85,253.98
1124,215469.66,-7.0054,12.1192,79.9,79.9,1.94,1.94,77.97,77.97,79.90→1.94 (Δ=77.97),79.90→1.94 (Δ=77.97),65.85,253.98
1125,215912.98,-7.8148,12.1505,79.51,79.51,1.55,1.55,77.97,77.97,79.51→1.55 (Δ=77.97),79.51→1.55 (Δ=77.97),65.85,253.98
1126,217141.65,-7.6553,12.0332,77.31,77.31,0.66,0.66,76.65,76.65,77.31→0.66 (Δ=76.65),77.31→0.66 (Δ=76.65),65.85,253.98
1127,217788.46,-7.5989,12.3246,76.77,76.77,1.2,1.2,75.58,75.58,76.77→1.20 (Δ=75.58),76.77→1.20 (Δ=75.58),65.85,253.98
1128,218207.81,-6.9272,12.0963,77.51,77.51,0.45,0.45,77.06,77.06,77.51→0.45 (Δ=77.06),77.51→0.45 (Δ=77.06),65.85,253.98
1129,218139.41,-7.2353,12.2165,78.34,78.34,0.37,0.37,77.97,77.97,78.34→0.37 (Δ=77.97),78.34→0.37 (Δ=77.97),65.85,253.98
1130,218685.04,-6.6286,12.1189,79.12,79.12,1.15,1.15,77.97,77.97,79.12→1.15 (Δ=77.97),79.12→1.15 (Δ=77.97),65.85,253.98
1131,218764.09,-6.1074,12.0312,77.74,77.74,0.23,0.23,77.51,77.51,77.74→0.23 (Δ=77.51),77.74→0.23 (Δ=77.51),65.85,253.98
1132,217992.81,-5.9679,12.031,76.86,76.86,1.1,1.1,75.76,75.76,76.86→1.10 (Δ=75.76),76.86→1.10 (Δ=75.76),65.85,253.98
1133,217706.58,-5.2738,12.0725,78.33,78.33,0.37,0.37,77.97,77.97,78.33→0.37 (Δ=77.97),78.33→0.37 (Δ=77.97),65.85,253.98
1134,216621.0,-5.1986,12.1045,78.82,78.82,0.85,0.85,77.97,77.97,78.82→0.85 (Δ=77.97),78.82→0.85 (Δ=77.97),65.85,253.98
1135,216562.67,-4.7418,12.2822,77.55,77.55,0.42,0.42,77.13,77.13,77.55→0.42 (Δ=77.13),77.55→0.42 (Δ=77.13),65.85,253.98
1136,215075.96,-4.7494,12.2686,78.71,78.71,0.74,0.74,77.97,77.97,78.71→0.74 (Δ=77.97),78.71→0.74 (Δ=77.97),65.85,253.98
1137,214740.79,-4.7577,12.29,78.29,78.29,0.33,0.33,77.97,77.97,78.29→0.33 (Δ=77.97),78.29→0.33 (Δ=77.97),65.85,253.98
1138,213858.9,-4.5507,12.3194,78.05,78.05,0.09,0.09,77.97,77.97,78.05→0.09 (Δ=77.97),78.05→0.09 (Δ=77.97),65.85,253.98
1139,213933.29,-5.4168,12.3427,78.88,78.88,0.91,0.91,77.97,77.97,78.88→0.91 (Δ=77.97),78.88→0.91 (Δ=77.97),65.85,253.98
1140,213957.76,-5.697,11.6176,77.54,77.54,0.43,0.43,77.11,77.11,77.54→0.43 (Δ=77.11),77.54→0.43 (Δ=77.11),65.85,253.98
1141,214308.05,-5.995,11.7574,77.21,77.21,0.76,0.76,76.45,76.45,77.21→0.76 (Δ=76.45),77.21→0.76 (Δ=76.45),65.85,253.98
1142,214318.37,-6.481,11.4014,78.67,78.67,0.7,0.7,77.97,77.97,78.67→0.70 (Δ=77.97),78.67→0.70 (Δ=77.97),65.85,253.98
1143,214291.43,-6.3505,11.3923,77.48,77.48,0.49,0.49,77.0,77.0,77.48→0.49 (Δ=77.00),77.48→0.49 (Δ=77.00),65.85,253.98
1144,215289.67,-5.6874,11.34,77.97,77.97,0.0,0.0,77.97,77.97,77.97→0.00 (Δ=77.97),77.97→0.00 (Δ=77.97),65.85,253.98
1145,215068.32,-6.1149,11.5554,79.08,79.08,1.11,1.11,77.97,77.97,79.08→1.11 (Δ=77.97),79.08→1.11 (Δ=77.97),65.85,253.98
1146,215416.56,-6.0768,11.7606,78.5,78.5,0.54,0.54,77.97,77.97,78.50→0.54 (Δ=77.97),78.50→0.54 (Δ=77.97),65.85,253.98
1147,215164.38,-5.0446,11.7143,77.44,77.44,0.53,0.53,76.92,76.92,77.44→0.53 (Δ=76.92),77.44→0.53 (Δ=76.92),65.85,253.98
1148,214882.48,-4.8698,11.9001,78.45,78.45,0.48,0.48,77.97,77.97,78.45→0.48 (Δ=77.97),78.45→0.48 (Δ=77.97),65.85,253.98
1149,214465.06,-4.6001,11.8063,78.86,78.86,0.89,0.89,77.97,77.97,78.86→0.89 (Δ=77.97),78.86→0.89 (Δ=77.97),65.85,253.98
1150,213375.48,-4.3438,12.0073,79.14,79.14,1.17,1.17,77.97,77.97,79.14→1.17 (Δ=77.97),79.14→1.17 (Δ=77.97),65.85,253.98
1151,213393.37,-4.4098,12.0899,78.49,78.49,0.52,0.52,77.97,77.97,78.49→0.52 (Δ=77.97),78.49→0.52 (Δ=77.97),65.85,253.98
1152,213098.01,-4.372,11.862,78.03,78.03,0.07,0.07,77.97,77.97,78.03→0.07 (Δ=77.97),78.03→0.07 (Δ=77.97),65.85,253.98
1153,213272.92,-5.3294,12.3813,78.64,78.64,0.67,0.67,77.97,77.97,78.64→0.67 (Δ=77.97),78.64→0.67 (Δ=77.97),65.85,253.98
1154,214255.24,-6.5148,12.4647,79.85,79.85,1.89,1.89,77.97,77.97,79.85→1.89 (Δ=77.97),79.85→1.89 (Δ=77.97),65.85,253.98
1155,215628.26,-7.2034,12.0359,79.28,79.28,1.31,1.31,77.97,77.97,79.28→1.31 (Δ=77.97),79.28→1.31 (Δ=77.97),65.85,253.98
1156,215070.22,-7.656,12.0216,78.7,78.7,0.73,0.73,77.97,77.97,78.70→0.73 (Δ=77.97),78.70→0.73 (Δ=77.97),65.85,253.98
1157,215520.03,-7.6625,11.4914,77.88,77.88,0.09,0.09,77.79,77.79,77.88→0.09 (Δ=77.79),77.88→0.09 (Δ=77.79),65.85,253.98
1158,216102.35,-7.7166,11.652,79.2,79.2,1.23,1.23,77.97,77.97,79.20→1.23 (Δ=77.97),79.20→1.23 (Δ=77.97),65.85,253.98
1159,216946.91,-7.0471,11.7129,79.03,79.03,1.07,1.07,77.97,77.97,79.03→1.07 (Δ=77.97),79.03→1.07 (Δ=77.97),65.85,253.98
1160,216683.43,-6.8234,11.6115,78.18,78.18,0.21,0.21,77.97,77.97,78.18→0.21 (Δ=77.97),78.18→0.21 (Δ=77.97),65.85,253.98
1161,217383.77,-5.9521,11.5045,76.82,76.82,1.15,1.15,75.67,75.67,76.82→1.15 (Δ=75.67),76.82→1.15 (Δ=75.67),65.85,253.98
1162,216883.37,-5.5591,11.7121,78.93,78.93,0.97,0.97,77.97,77.97,78.93→0.97 (Δ=77.97),78.93→0.97 (Δ=77.97),65.85,253.98
1163,216427.69,-5.8206,11.8014,77.31,77.31,0.66,0.66,76.65,76.65,77.31→0.66 (Δ=76.65),77.31→0.66 (Δ=76.65),65.85,253.98
1164,215784.0,-5.7574,11.9146,77.02,77.02,0.94,0.94,76.08,76.08,77.02→0.94 (Δ=76.08),77.02→0.94 (Δ=76.08),65.85,253.98
1165,215810.56,-5.1557,12.085,78.61,78.61,0.64,0.64,77.97,77.97,78.61→0.64 (Δ=77.97),78.61→0.64 (Δ=77.97),65.85,253.98
1166,214889.28,-4.0143,12.1969,78.53,78.53,0.56,0.56,77.97,77.97,78.53→0.56 (Δ=77.97),78.53→0.56 (Δ=77.97),65.85,253.98
1167,213862.45,-4.0818,12.0684,77.36,77.36,0.6,0.6,76.76,76.76,77.36→0.60 (Δ=76.76),77.36→0.60 (Δ=76.76),65.85,253.98
1168,213482.52,-3.2889,12.1891,77.68,77.68,0.28,0.28,77.4,77.4,77.68→0.28 (Δ=77.40),77.68→0.28 (Δ=77.40),65.85,253.98
1169,213075.29,-3.9647,12.2377,78.92,78.92,0.95,0.95,77.97,77.97,78.92→0.95 (Δ=77.97),78.92→0.95 (Δ=77.97),65.85,253.98
1170,213559.3,-4.5682,12.4931,78.23,78.23,0.26,0.26,77.97,77.97,78.23→0.26 (Δ=77.97),78.23→0.26 (Δ=77.97),65.85,253.98
1171,213869.6,-5.4177,12.2264,78.49,78.49,0.52,0.52,77.97,77.97,78.49→0.52 (Δ=77.97),78.49→0.52 (Δ=77.97),65.85,253.98
1172,214546.39,-5.7964,12.0704,76.83,76.83,1.14,1.14,75.69,75.69,76.83→1.14 (Δ=75.69),76.83→1.14 (Δ=75.69),65.85,253.98
1173,215117.93,-6.0576,12.1546,79.18,79.18,1.21,1.21,77.97,77.97,79.18→1.21 (Δ=77.97),79.18→1.21 (Δ=77.97),65.85,253.98
1174,215166.34,-6.0229,11.9368,78.81,78.81,0.85,0.85,77.97,77.97,78.81→0.85 (Δ=77.97),78.81→0.85 (Δ=77.97),65.85,253.98
1175,214829.44,-5.8113,11.6932,78.67,78.67,0.7,0.7,77.97,77.97,78.67→0.70 (Δ=77.97),78.67→0.70 (Δ=77.97),65.85,253.98
